Unnamed: 0,ID,Age,Title,Review Text,Ratings,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Cleaned Review,Cleaned Title,Sentiment
9113,1123,36,"Nice cut, runs a little small","I love this jacket. i have not worn it yet, as the weather is still very warm, but i am looking forward to wearing this a lot this fall. the cropped cut is very flattering and the vegan leather very soft, i followed the other reviews and ordered one size up and it;s perfect. i am normally a size 4 and went with he medium. the plum color is quite neutral in person. i also love the printed lining. i did notice quite a few long threads around the lining sewing, i hope this is just an overlooked pos",5,1,0,General,Jackets,Outerwear,i love this jacket i have not worn it yet as the weather is still very warm but i am looking forward to wearing this a lot this fall the cropped cut is very flattering and the vegan leather very soft i followed the other reviews and ordered one size up and its perfect i am normally a size and went with he medium the plum color is quite neutral in person i also love the printed lining i did notice quite a few long threads around the lining sewing i hope this is just an overlooked pos,nice cut runs a little small,Positive
9114,265,32,Great as a nightgown,"So i can see why this might not be an amazing shirt, it runs a little large imo and its long. i'm 5'5"" and its almost to my knees, but......as a nightgown, it's amazing! super comfy and its now my new favorite pajama dress. lol. i might wear it as a shirt too, but most likely just jammies!",4,1,0,Initmates,Intimate,Sleep,so i can see why this might not be an amazing shirt it runs a little large imo and its long im and its almost to my knees butas a nightgown its amazing super comfy and its now my new favorite pajama dress lol i might wear it as a shirt too but most likely just jammies,great as a nightgown,Positive
9115,1094,43,Beautiful,"There is some confusion in the first few reviews over the image, but the dress has a medium green lace and does not have a cut out at the front of the neck. it runs more true to size than some dresses at antrho -- my size is a small 6 petite (meaning that i often end up in a 4) and the six is perfect. 

the dress hangs gorgeously and fits fabulously. the zipper is a bit hard to get through the seams and lace, but worth it.

it has a formal feel, but i think it can be made casual with shoes a",5,1,1,General Petite,Dresses,Dresses,there is some confusion in the first few reviews over the image but the dress has a medium green lace and does not have a cut out at the front of the neck it runs more true to size than some dresses at antrho my size is a small petite meaning that i often end up in a and the six is perfect the dress hangs gorgeously and fits fabulously the zipper is a bit hard to get through the seams and lace but worth it it has a formal feel but i think it can be made casual with shoes a,beautiful,Positive
9116,622,33,Perfect cami,"I originally ordered the white in this cami, but after receiving was absolutely obsessed with it! i ordered the 2 other colors. the fabric is so soft and the buttons are perfect as i just had a baby and will need easy access for nursing. love this cami!",5,1,0,Initmates,Intimate,Lounge,i originally ordered the white in this cami but after receiving was absolutely obsessed with it i ordered the other colors the fabric is so soft and the buttons are perfect as i just had a baby and will need easy access for nursing love this cami,perfect cami,Positive
9117,907,27,Cute but color different than pictured,"I purchased this sweater in the grey color and loved it so much i decided to buy it in purple as well. however, when i received it, the color was much much darker than pictured and even looked black sometimes. decided to return :/",4,1,0,General Petite,Tops,Fine gauge,i purchased this sweater in the grey color and loved it so much i decided to buy it in purple as well however when i received it the color was much much darker than pictured and even looked black sometimes decided to return,cute but color different than pictured,Positive
9119,870,47,Beautiful beading-too boxy,"Detailed beading was beautiful. it's too boxy, way to much fabric in the waist/bust and tight on the hips. it doesn't fall boxy/boyfriend like. the grey fabric is not soft and is lighter in color than the picture. was hoping this would be my go to sweater for warmth on casual days-bummed.",2,0,1,General,Tops,Knits,detailed beading was beautiful its too boxy way to much fabric in the waistbust and tight on the hips it doesnt fall boxyboyfriend like the grey fabric is not soft and is lighter in color than the picture was hoping this would be my go to sweater for warmth on casual daysbummed,beautiful beadingtoo boxy,Negative
9120,870,51,Disappointed,"Thought this would be my goto fall ""dressy sweathsirt."" it ran smaller than expected and it just didn't have the drapey sweatshirt shape that i prefer. the detailing on the arms and waistband is to die for though.....",3,0,3,General,Tops,Knits,thought this would be my goto fall dressy sweathsirt it ran smaller than expected and it just didnt have the drapey sweatshirt shape that i prefer the detailing on the arms and waistband is to die for though,disappointed,Neutral
9122,825,26,"Horrible quality, no structure",I recently purchased this blouse on their 40% off sale in white. i was hoping for a crisp white structured blouse. i did read all the reviews and thought i would give it a try anyway. it is awful. there is no structure or shape but the quality is the reason i am returning. it feels like a napkin or thinner. not even worth the extra sale price. i will be returning.,1,0,0,General Petite,Tops,Blouses,i recently purchased this blouse on their off sale in white i was hoping for a crisp white structured blouse i did read all the reviews and thought i would give it a try anyway it is awful there is no structure or shape but the quality is the reason i am returning it feels like a napkin or thinner not even worth the extra sale price i will be returning,horrible quality no structure,Negative
9123,832,48,Dainty & pretty plaid,"Very cute plaid button down that is tts; i am busty and the l fit just right with enough room without the buttons doing the splits like most shirts. the dainty details & material of this button down makes this stand out from other button downs that look like flannels--which this is not. it is woven of a fine material enough to be able to wear a camisole underneath, it is not a flannel shirt. colors are vibrant and the purple in the back really is quite attractive. happy i got this on sale & sale",4,1,0,General,Tops,Blouses,very cute plaid button down that is tts i am busty and the l fit just right with enough room without the buttons doing the splits like most shirts the dainty details material of this button down makes this stand out from other button downs that look like flannelswhich this is not it is woven of a fine material enough to be able to wear a camisole underneath it is not a flannel shirt colors are vibrant and the purple in the back really is quite attractive happy i got this on sale sale,dainty pretty plaid,Positive
9124,907,33,Great little sweater!,"This was a last minute addition to my online order to hit the free shipping! anyway... this ended up being my favorite item from my order! i love the way it wraps and also lays open. i didn't realize that the fabric was a mix of two different knits, but i think it adds nice interest. i ordered the red,which is a nice, deep red...not an obnoxious fire engine red. it's very complimentary to my skin tone and dark hair. i run between a small and medium, but chose the medium since it looked like it c",5,1,0,General,Tops,Fine gauge,this was a last minute addition to my online order to hit the free shipping anyway this ended up being my favorite item from my order i love the way it wraps and also lays open i didnt realize that the fabric was a mix of two different knits but i think it adds nice interest i ordered the redwhich is a nice deep rednot an obnoxious fire engine red its very complimentary to my skin tone and dark hair i run between a small and medium but chose the medium since it looked like it c,great little sweater,Positive
9126,984,50,And it has pockets!,"This jacket is very well made. the denim is quality and very soft. the other fabric isn't as heavy as the denim, but not so much that it feels like a mismatch when wearing it. i was surprised to find slash pockets by the side seams. on the interior, the slash pockets are sewn down and deep so that you can use them as pockets too. handy for your phone. fits true to size maybe a tiny bit on the generous side like a jean jacket should be. love it.",5,1,0,General Petite,Jackets,Jackets,this jacket is very well made the denim is quality and very soft the other fabric isnt as heavy as the denim but not so much that it feels like a mismatch when wearing it i was surprised to find slash pockets by the side seams on the interior the slash pockets are sewn down and deep so that you can use them as pockets too handy for your phone fits true to size maybe a tiny bit on the generous side like a jean jacket should be love it,and it has pockets,Positive
9128,622,38,Cute summer top,Love this top! it's very simple modern design can go with many different bottoms and the soft pink color gives it a slight distinction from a plain white tank. love it!,5,1,0,Initmates,Intimate,Lounge,love this top its very simple modern design can go with many different bottoms and the soft pink color gives it a slight distinction from a plain white tank love it,cute summer top,Positive
9129,984,62,Just enough fashion blended with lots of function,"I really like the pilcrow denim military jacket. fabric is comfortably soft, but the jacket is still structured. love the tie detail in the back and the contrasting sleeves. i wear either a small or medium. i tried both sizes with this jacket and decided on the medium to allow for an extended season wear.",5,1,1,General Petite,Jackets,Jackets,i really like the pilcrow denim military jacket fabric is comfortably soft but the jacket is still structured love the tie detail in the back and the contrasting sleeves i wear either a small or medium i tried both sizes with this jacket and decided on the medium to allow for an extended season wear,just enough fashion blended with lots of function,Positive
9130,984,32,Great denim jacket for a non-denim jacket girl,I have never loved denim jackets because they always have seemed kind of basic or boring. this one is edgy and the design is amazing. it can be worn with anything and will go through many seasons. i found the fit to be on point. my normal medium fit perfectly.,5,1,1,General Petite,Jackets,Jackets,i have never loved denim jackets because they always have seemed kind of basic or boring this one is edgy and the design is amazing it can be worn with anything and will go through many seasons i found the fit to be on point my normal medium fit perfectly,great denim jacket for a nondenim jacket girl,Positive
9131,984,27,New favorite,This jacket is perfect!! the denim mixed with the military style is such a good combo. it fits great and is very comfortable. the little ties in the back are a cute addition.,5,1,1,General Petite,Jackets,Jackets,this jacket is perfect the denim mixed with the military style is such a good combo it fits great and is very comfortable the little ties in the back are a cute addition,new favorite,Positive
9133,622,30,So cute!,"I ordered this in yellow after the size small in store didn't fit. it's such a cute summer top, perfect with cropped jeans! i'm a 32b and usually a size small but had to size down. i could still see the top of my strapless bra in the front so i wear a lacy bandeau with it and it's super cute. because of this though, i wouldn't pay full price so i'm happy it was on sale!",5,1,0,Initmates,Intimate,Lounge,i ordered this in yellow after the size small in store didnt fit its such a cute summer top perfect with cropped jeans im a b and usually a size small but had to size down i could still see the top of my strapless bra in the front so i wear a lacy bandeau with it and its super cute because of this though i wouldnt pay full price so im happy it was on sale,so cute,Positive
9134,622,31,Good summer top,"Fits nicely, casual and lightweight for the summer and i like the look of the cross straps in the back. no complaints!",4,1,5,Initmates,Intimate,Lounge,fits nicely casual and lightweight for the summer and i like the look of the cross straps in the back no complaints,good summer top,Positive
9135,825,57,I lovethis blouse,"I hesitated to buy this after reading the earlier review, but went ahead anyhow, and am glad i did! i ordered the white in a small petite, and it is as cute as can be. it is crisp and true white, not off- white. there is a large pleat on one side of the front to give the blouse some interest, and there are openings on each side which allow the blouse to swing a bit but do not open up to reveal skin. it is not long, but by no means is it cropped. it is really sweet with slim jeans or slim printed",5,1,4,General Petite,Tops,Blouses,i hesitated to buy this after reading the earlier review but went ahead anyhow and am glad i did i ordered the white in a small petite and it is as cute as can be it is crisp and true white not off white there is a large pleat on one side of the front to give the blouse some interest and there are openings on each side which allow the blouse to swing a bit but do not open up to reveal skin it is not long but by no means is it cropped it is really sweet with slim jeans or slim printed,i lovethis blouse,Positive
9136,872,31,Details and versatility,This top is easy to dress up with a blazer or wear casually with jeans and trainers. so many nice details and a great fit!,5,1,0,General Petite,Tops,Knits,this top is easy to dress up with a blazer or wear casually with jeans and trainers so many nice details and a great fit,details and versatility,Positive
9137,622,28,Pretty summer top,"This is a really soft, nice, summery top. i love the criss-cross detail on the back, as well as the button down. it fits looser around the stomach, but not in a trash-baggy way. 

it mostly fits true to size; the only issue is that the top button doesn't leave a whole lot of room if you have boobs at all. i wear a 34b -- pretty normal, not large -- and usually wear a small. i've found that the top button buttons fine, and looks good when i'm not moving, but it pulls a little when i move around",4,1,3,Initmates,Intimate,Lounge,this is a really soft nice summery top i love the crisscross detail on the back as well as the button down it fits looser around the stomach but not in a trashbaggy way it mostly fits true to size the only issue is that the top button doesnt leave a whole lot of room if you have boobs at all i wear a b pretty normal not large and usually wear a small ive found that the top button buttons fine and looks good when im not moving but it pulls a little when i move around,pretty summer top,Positive
9138,984,31,Everyone needs one!,Absolutely love this jacket!! i convinced my girlfriend to get one too; we could not be more pleased. slightly oversized throughout the body - this is true no matter the size you buy - with great contrasting sleeves and back. the side ribbons can be adjusted to bring in or let out the waist. perfect spring/summer weight. can be worn with a sweater/sweatshirt underneath. it's a feminine takeover of a boyfriend jacket - looks gorgeous over a casual dress or great with jeans/chinos. perfect for mus,5,1,4,General Petite,Jackets,Jackets,absolutely love this jacket i convinced my girlfriend to get one too we could not be more pleased slightly oversized throughout the body this is true no matter the size you buy with great contrasting sleeves and back the side ribbons can be adjusted to bring in or let out the waist perfect springsummer weight can be worn with a sweatersweatshirt underneath its a feminine takeover of a boyfriend jacket looks gorgeous over a casual dress or great with jeanschinos perfect for mus,everyone needs one,Positive
9139,1001,66,So cute but not on me,"This is a beautiful skirt. great, soft, draping fabric. fringed along the edges. i ordered size large, which was an okay fit, perhaps a bit wide but the drawstring helps at the waist. because i carry my weight in the tummy, this made me look wider than i am. as an elder, i just couldn't handle the length which hit me right at the top of the widest part of knee. i have great legs but my knees aren't their best feature. so sadly, returned but i do recommend.",5,1,0,General,Bottoms,Skirts,this is a beautiful skirt great soft draping fabric fringed along the edges i ordered size large which was an okay fit perhaps a bit wide but the drawstring helps at the waist because i carry my weight in the tummy this made me look wider than i am as an elder i just couldnt handle the length which hit me right at the top of the widest part of knee i have great legs but my knees arent their best feature so sadly returned but i do recommend,so cute but not on me,Positive
9141,907,22,Versatile,"This is a great sweater. it can be worn ""wrapped"" as on the model, or open like a cardigan. it is a lighter weight knit, perfect for how warm this winter has been. i love the deep purple color. normally between a small and medium and went with the medium in this sweater.",5,1,2,General,Tops,Fine gauge,this is a great sweater it can be worn wrapped as on the model or open like a cardigan it is a lighter weight knit perfect for how warm this winter has been i love the deep purple color normally between a small and medium and went with the medium in this sweater,versatile,Positive
9142,622,28,Wanted to love...but,Bought this cami/tank on sale which i'm glad but it has a flap underneath like a bralette but not fitted..it kinda just drapes under the cami...the problem is it's not thick enough to offer the coverage you would want under a white tank ...but it was also too short so it caused a visible line underneath that showed through.that was higher than the bottom of my chest ..so it gave the appearance that i wore the wrong bra/undergarment...it simply looks awkward ...not sure if it would've been better,2,0,10,Initmates,Intimate,Lounge,bought this camitank on sale which im glad but it has a flap underneath like a bralette but not fittedit kinda just drapes under the camithe problem is its not thick enough to offer the coverage you would want under a white tank but it was also too short so it caused a visible line underneath that showed throughthat was higher than the bottom of my chest so it gave the appearance that i wore the wrong braundergarmentit simply looks awkward not sure if it wouldve been better,wanted to lovebut,Negative
9143,907,48,Red,"Got this in purple and love it! ordered red and silver and only received red so far, but had to return because it was oddly shaped and didn't fit well like the purple. not sure what happens. maybe miss sized?",1,0,0,General,Tops,Fine gauge,got this in purple and love it ordered red and silver and only received red so far but had to return because it was oddly shaped and didnt fit well like the purple not sure what happens maybe miss sized,red,Negative
9144,1022,50,Different type of jean look,"These are really nice jeans (i am a jean fanatic). some ""patches"" are faded others are dark with still others with stitching across them. very distinctive and nice. they are truly a boyfriend fit...so, if you them big, they are. ag makes very nice jeans both in fit and quality. i buy other brands, but not often...",5,1,1,General,Bottoms,Jeans,these are really nice jeans i am a jean fanatic some patches are faded others are dark with still others with stitching across them very distinctive and nice they are truly a boyfriend fitso if you them big they are ag makes very nice jeans both in fit and quality i buy other brands but not often,different type of jean look,Positive
9145,984,37,Pilcro is king at denim jackets!,"I've owned a number of pilcro denim jackets it in my day. not because they've ever needed to be replaced, but because i'm obsessed with the fit, the color and the style. when i saw this one i knew it would be no exception! this jacket is even cooler looking in person. the fade on the denim is totally perfect. not too dark, not too light...and not so distressed that it looks sloppy. the denim is soft just like all other pilcro, and the fit is a dream. what i love the most is the interest in the c",5,1,5,General Petite,Jackets,Jackets,ive owned a number of pilcro denim jackets it in my day not because theyve ever needed to be replaced but because im obsessed with the fit the color and the style when i saw this one i knew it would be no exception this jacket is even cooler looking in person the fade on the denim is totally perfect not too dark not too lightand not so distressed that it looks sloppy the denim is soft just like all other pilcro and the fit is a dream what i love the most is the interest in the c,pilcro is king at denim jackets,Positive
9146,949,28,"Super cute, unique coat","I saw this in store and had to try it on! it is really cute. i love the different textures and the red drawstrings. it fits well, although i am somewhat between the small and medium sizes. i went with the medium in case i want to wear a bulky sweater with it. really cute and i have never seen a coat like it!",5,1,0,General Petite,Tops,Sweaters,i saw this in store and had to try it on it is really cute i love the different textures and the red drawstrings it fits well although i am somewhat between the small and medium sizes i went with the medium in case i want to wear a bulky sweater with it really cute and i have never seen a coat like it,super cute unique coat,Positive
9148,872,69,Cute shirt but a little tight,"This is a very cute shirt with great details. however, it runs a little bit small. not as full cut as it seems.",3,1,1,General Petite,Tops,Knits,this is a very cute shirt with great details however it runs a little bit small not as full cut as it seems,cute shirt but a little tight,Neutral
9149,907,37,Love the color,"I love this sweater! i'm very sensitive to fabrics and this really doesn't bother me too much. it's soft, but just a tiny bit scratchy. but the color is a rich purple and the flexibility of being able to wear it draped or not is a nice touch. it comes right at waist length....little on the short side if you want to hide your muffin top, but otherwise a winner all around.",5,1,0,General,Tops,Fine gauge,i love this sweater im very sensitive to fabrics and this really doesnt bother me too much its soft but just a tiny bit scratchy but the color is a rich purple and the flexibility of being able to wear it draped or not is a nice touch it comes right at waist lengthlittle on the short side if you want to hide your muffin top but otherwise a winner all around,love the color,Positive
9150,907,39,Two ways of wearing this cardigan,"The fabric is soft and the wine color is rich and a good alternative for black. i love it so much and bought the grey one as well. you can wear it open or button up like on the model. great layering pieces. i am 5'3, 120lbs, 34dd bra and take this in size small.",5,1,1,General,Tops,Fine gauge,the fabric is soft and the wine color is rich and a good alternative for black i love it so much and bought the grey one as well you can wear it open or button up like on the model great layering pieces i am lbs dd bra and take this in size small,two ways of wearing this cardigan,Positive
9151,1031,25,Legs for days..,Amazing jeans!! without pockets on the front there are no weird lines like there are on other white jeans with pockets. the high waist is extremely flattering! perfect for spring and summer!,5,1,6,General,Bottoms,Jeans,amazing jeans without pockets on the front there are no weird lines like there are on other white jeans with pockets the high waist is extremely flattering perfect for spring and summer,legs for days,Positive
9153,1031,64,Love the fit but not the length,"I am usually a 28/29 in skinnys. mih usually runs small so i ordered the size 30 knowing the length wld be too long. well the fit is great. i am a little curvy w/ slender legs. the size 30 sits just below my navel, snug throughout hips & thighs, then gradually begins to flare below the knee to the bottom. super long, will have to cut off abt 4-5"" to suit me. i don't wear sky-high shoes. i wear low to flat sandals in summer & medium heel booties in cooler weather. maybe i'll cut them & try them a",4,1,1,General,Bottoms,Jeans,i am usually a in skinnys mih usually runs small so i ordered the size knowing the length wld be too long well the fit is great i am a little curvy w slender legs the size sits just below my navel snug throughout hips thighs then gradually begins to flare below the knee to the bottom super long will have to cut off abt to suit me i dont wear skyhigh shoes i wear low to flat sandals in summer medium heel booties in cooler weather maybe ill cut them try them a,love the fit but not the length,Positive
9154,870,59,"High-end, throw and go sweatshirt","Yes, this is a sweatshirt, but one that you can wear in a a variety of settings. it's a little boxy, but i can fit a bright colored t-shirt underneath during the cooler season. be warned, the band around the bottom runs snug, which wasn't a problem for me because i have narrow hips.",4,1,1,General,Tops,Knits,yes this is a sweatshirt but one that you can wear in a a variety of settings its a little boxy but i can fit a bright colored tshirt underneath during the cooler season be warned the band around the bottom runs snug which wasnt a problem for me because i have narrow hips,highend throw and go sweatshirt,Positive
9155,984,61,Great versatile jacket,"I saw this jacket in a store and wanted it right then and there. i bought a shirt and scarf instead but it was on my mind. when i saw it on sale i grabbed it. the fit is a little boxy but the length was perfect! not too short. the small amount of spandex is so comfortable. it is versatile because the green arms can go with colored jeans well. i am 5'4"". i can wear a med or large. i bought the large. it fits perfectly to layer short or long sleeves. not a typical denim jacket. looks great over a",5,1,2,General Petite,Jackets,Jackets,i saw this jacket in a store and wanted it right then and there i bought a shirt and scarf instead but it was on my mind when i saw it on sale i grabbed it the fit is a little boxy but the length was perfect not too short the small amount of spandex is so comfortable it is versatile because the green arms can go with colored jeans well i am i can wear a med or large i bought the large it fits perfectly to layer short or long sleeves not a typical denim jacket looks great over a,great versatile jacket,Positive
9156,622,37,Great versatile tank,"Fits well, super soft and very flattering. great for layering and for dressing up or down. highly recommend!",5,1,0,Initmates,Intimate,Lounge,fits well super soft and very flattering great for layering and for dressing up or down highly recommend,great versatile tank,Positive
9159,993,57,Cute & versatile,"This skirt is about an inch longer on me than on the model in photo (i'm 5 ft, ordered petite) but the length actually works. i have a bit of a tummy, so ordered size 4 - fits great. really love the colors - so many tops will go with this skirt, so it will be easy to vary the look.",5,1,2,General,Bottoms,Skirts,this skirt is about an inch longer on me than on the model in photo im ft ordered petite but the length actually works i have a bit of a tummy so ordered size fits great really love the colors so many tops will go with this skirt so it will be easy to vary the look,cute versatile,Positive
9160,860,44,Almost great,"I'm desperate for cute patterned shells to either layer or wear alone. i wanted this cute print to work - and it can, but it's just not great. the material is almost spandex-y, which is a bit weird. the only place it ran a bit small on me is the length of the straps, making the neck and the arms higher than i like. if i go up a size, it might be too much fabric and pleated swing around the waist. so close!",4,1,2,General Petite,Tops,Knits,im desperate for cute patterned shells to either layer or wear alone i wanted this cute print to work and it can but its just not great the material is almost spandexy which is a bit weird the only place it ran a bit small on me is the length of the straps making the neck and the arms higher than i like if i go up a size it might be too much fabric and pleated swing around the waist so close,almost great,Positive
9161,1126,82,Houndstooth,"This an absolutely beautiful quality stylish coat but through no fault of the coat, i had to return it because i looked like a bear in it. i'm too short and too round around the middle for this type check and this type material. i wouldn't want to discourage anyone from trying it.",5,0,0,General Petite,Jackets,Outerwear,this an absolutely beautiful quality stylish coat but through no fault of the coat i had to return it because i looked like a bear in it im too short and too round around the middle for this type check and this type material i wouldnt want to discourage anyone from trying it,houndstooth,Positive
9162,862,64,Easy tank and perfect price!,"This tank is an easy piece to add into your summer wardrobe and its amazingly affordable. i don't think the material is too think like the previous reviewer. i chose the petite size and it sits well at the chest and is a great length. not too long, but still able to front tuck. i bought two colors and am interested in all the rest!",5,1,3,General,Tops,Knits,this tank is an easy piece to add into your summer wardrobe and its amazingly affordable i dont think the material is too think like the previous reviewer i chose the petite size and it sits well at the chest and is a great length not too long but still able to front tuck i bought two colors and am interested in all the rest,easy tank and perfect price,Positive
9163,860,44,Love!,"I'm happy to say i got this on the sale rack but had been eyeing this long before.  it is a flattering fit on me in size large.  i just love the colors in the print!  also, the style is not a basic shell but a very feminine cut.  the skinny straps are also a very nice touch.  i plan on wearing this with my long white linen skirt, denim capris or with shorts.  i think i will also opt for a solid cardi or scarf.  this is just so pretty!",5,1,0,General Petite,Tops,Knits,im happy to say i got this on the sale rack but had been eyeing this long before it is a flattering fit on me in size large i just love the colors in the print also the style is not a basic shell but a very feminine cut the skinny straps are also a very nice touch i plan on wearing this with my long white linen skirt denim capris or with shorts i think i will also opt for a solid cardi or scarf this is just so pretty,love,Positive
9164,993,60,Colors are stunning!,"This is the perfect pencil skirt! the pattern is flawless!
the top shown with it here online is outrageously expensive! i paired it with a lace turquoise top that retailer has in stores and you can also wear it with a wine colored top. i would not wear it with black because you just lose the stunning colors.
if you love fall colors this skirt is perfect!!",5,1,2,General,Bottoms,Skirts,this is the perfect pencil skirt the pattern is flawless the top shown with it here online is outrageously expensive i paired it with a lace turquoise top that retailer has in stores and you can also wear it with a wine colored top i would not wear it with black because you just lose the stunning colors if you love fall colors this skirt is perfect,colors are stunning,Positive
9165,1126,67,Awesome retailer coat!,Wore with leggings & ballet flats ??compliments!,5,1,0,General Petite,Jackets,Outerwear,wore with leggings ballet flats compliments,awesome retailer coat,Positive
9166,1126,54,Gorgeous & warm,"I bought this coat shortly after christmas and am in love. it is meant to fit oversize but runs true to your natural sizing. i am a m/l in most retailer clothing and that is what i bought. it is great for layering for a dressed up look with a skirt or dress for work and also dressed down with jeans a t-shirt. and, although the arms are 3/4 length it is super warm! so happy i purchased!",5,1,3,General Petite,Jackets,Outerwear,i bought this coat shortly after christmas and am in love it is meant to fit oversize but runs true to your natural sizing i am a ml in most retailer clothing and that is what i bought it is great for layering for a dressed up look with a skirt or dress for work and also dressed down with jeans a tshirt and although the arms are length it is super warm so happy i purchased,gorgeous warm,Positive
9167,862,25,Pretty!,"Fits a bit on the bigger side, but also being the style of the top. i would order down a bit. i'm usually a 4 on top( 34c) and the xs was perfect. the wine color is classy. it's a timeless piece...",5,1,3,General,Tops,Knits,fits a bit on the bigger side but also being the style of the top i would order down a bit im usually a on top c and the xs was perfect the wine color is classy its a timeless piece,pretty,Positive
9168,1104,56,Very flattering dress,"This is a beautiful dress that glides over your body and swishes around when you walk. i received many compliments when i wore this, with black korkease platform sandals and peruvian opal jewelry. the fit is true to size, i took my usual size l. it is longer on me than the model, and my only complaint is the slip-it is very sheer and you can see your legs through the slip and the dress together, so i had to find a different slip. i think retailer should also make their slips a bit longer, i don't",5,1,5,General,Dresses,Dresses,this is a beautiful dress that glides over your body and swishes around when you walk i received many compliments when i wore this with black korkease platform sandals and peruvian opal jewelry the fit is true to size i took my usual size l it is longer on me than the model and my only complaint is the slipit is very sheer and you can see your legs through the slip and the dress together so i had to find a different slip i think retailer should also make their slips a bit longer i dont,very flattering dress,Positive
9169,862,34,Softer than i imagined,Bought this on a whim and am so glad! this is made of the softest fabric and the loose flowing nature of the tank make it perfect over a bathing suit.,5,1,0,General,Tops,Knits,bought this on a whim and am so glad this is made of the softest fabric and the loose flowing nature of the tank make it perfect over a bathing suit,softer than i imagined,Positive
9170,862,36,Fun,These tanks are perfect for working out! they have big armholes so could work with a bralette but probably not a normal bra. the material is soft but they do shrink in th wash,4,1,0,General,Tops,Knits,these tanks are perfect for working out they have big armholes so could work with a bralette but probably not a normal bra the material is soft but they do shrink in th wash,fun,Positive
9171,829,46,Crazy big,"Beautiful but big. i exchanged my 0 for a 00, and, oddly enough, there was no difference! had a similar experience with another 00 blouse. am i crazy, or is the 00 size just a sham?",3,1,1,General Petite,Tops,Blouses,beautiful but big i exchanged my for a and oddly enough there was no difference had a similar experience with another blouse am i crazy or is the size just a sham,crazy big,Neutral
9172,993,62,More maeve pencil perfection!,"Maeve consistently nails pencil skirts - i always know exactly what fabric and fit to expect, and it is flawless! the fabric is soft, lined, and has stretch. it feels as close to wearing sweats as you can in a skirt! the colors are beautiful on this - i'd say in person the colors are a bit deeper and richer than they show in the model photo. length is about the same on me as it is on the model at 5'7"" and got my usual s with no issue. this beauty will go with lots of different colored tops too,",5,1,9,General,Bottoms,Skirts,maeve consistently nails pencil skirts i always know exactly what fabric and fit to expect and it is flawless the fabric is soft lined and has stretch it feels as close to wearing sweats as you can in a skirt the colors are beautiful on this id say in person the colors are a bit deeper and richer than they show in the model photo length is about the same on me as it is on the model at and got my usual s with no issue this beauty will go with lots of different colored tops too,more maeve pencil perfection,Positive
9173,862,39,Soft and easy,I love the way this loosley falls and is so light you barely feel it on you. it is very sheer to you need to wear another tank underneath.,5,1,0,General,Tops,Knits,i love the way this loosley falls and is so light you barely feel it on you it is very sheer to you need to wear another tank underneath,soft and easy,Positive
9175,860,51,Great for summer,I ordered the blue top. it's great for the hot summer we're having in the southeast this year.,4,1,0,General,Tops,Knits,i ordered the blue top its great for the hot summer were having in the southeast this year,great for summer,Positive
9176,860,39,"Fun cut, cute colors","I tried this on (blue) in size 0 or xs (not sure how sizing was), regular size (sometimes i need petite). i don't think i need petite in this one though, i love the peek of lighter solid fabric on the hem, the whole tank is very soft. probably need a strapless bra to wear it, but could be paired with jeans for casual look or nice pants. pencil skirt for dressier look. i am 115 lbs and 30 dd for reference.",5,1,3,General,Tops,Knits,i tried this on blue in size or xs not sure how sizing was regular size sometimes i need petite i dont think i need petite in this one though i love the peek of lighter solid fabric on the hem the whole tank is very soft probably need a strapless bra to wear it but could be paired with jeans for casual look or nice pants pencil skirt for dressier look i am lbs and dd for reference,fun cut cute colors,Positive
9177,1104,42,"Cut a bit strange, but still love it","First the good: what a beautiful, figure flattering dress. the fabric is stiff feeling, but the dress is well lined, so you can't see through it, and it hides lumps and bumps well. feels very quality. the lining also means it isn't scratchy. the stripes are very figure flattering for apple shapes like me (i'm 5'5"", 165 and thick through the waist...this dress gives me the illusion of actually having a waist. l fit perfectly), and i love the saucy little cut out over the knee: not so high that yo",4,1,5,General,Dresses,Dresses,first the good what a beautiful figure flattering dress the fabric is stiff feeling but the dress is well lined so you cant see through it and it hides lumps and bumps well feels very quality the lining also means it isnt scratchy the stripes are very figure flattering for apple shapes like me im and thick through the waistthis dress gives me the illusion of actually having a waist l fit perfectly and i love the saucy little cut out over the knee not so high that yo,cut a bit strange but still love it,Positive
9178,1104,46,Dreamy!,"Such a beautiful pattern on a lovely fabric. soft to the touch and flows beautifully. i love the lacing and even the butterfly sleeves - which i'm usually not a fan or. i have a feeling i'm going to wear this to death once the weather warms up! my only complaint is the slip, which is a scratchy material that is also completely see through. it's also very short, at least for my comfort. i have a plain black slip i'll be using instead, which is fine with me as i bought the dress for the outer shel",5,1,4,General,Dresses,Dresses,such a beautiful pattern on a lovely fabric soft to the touch and flows beautifully i love the lacing and even the butterfly sleeves which im usually not a fan or i have a feeling im going to wear this to death once the weather warms up my only complaint is the slip which is a scratchy material that is also completely see through its also very short at least for my comfort i have a plain black slip ill be using instead which is fine with me as i bought the dress for the outer shel,dreamy,Positive
